fecha,hora,mmsi,nombre,zona
2026-09-07,00:00:10,563065800,FLORA SCHULTE,SanLorenzo
2026-09-07,00:00:10,352006388,NORSE BORNHOLM,SanLorenzo
2026-09-07,00:00:10,563151400,FRANCESCO,SanLorenzo
2026-09-07,00:00:10,636024379,STAR WESTPORT,SanLorenzo
2026-09-07,00:00:10,538008779,LIVADI,SanLorenzo
2026-09-07,00:00:10,538010750,TOKYO SPIRIT,SanLorenzo
2026-09-07,00:00:10,311000195,CS SARAFINA,SanLorenzo
2026-09-07,00:00:10,538009547,MEDITERRANEAN SPIRIT,SanLorenzo
2026-09-07,00:00:10,636024043,TG CRAB,SanLorenzo
2026-09-07,00:00:10,636093258,EMMA JANNEKE,SanLorenzo
2026-09-07,00:00:10,563054100,MTM BIG APPLE,SanLorenzo
2026-09-07,00:00:10,636023897,ANNELIESE,SanLorenzo
2026-09-07,00:00:10,636023728,TAI STEADINESS,SanLorenzo
2026-09-07,00:00:10,7010004,,SanLorenzo
2026-09-07,00:00:10,701006966,TIGRE,SanLorenzo
2026-09-07,00:00:10,538010532,DEANA,SanLorenzo
2026-09-07,00:00:10,351011000,OCEAN CROWN,SanLorenzo
2026-09-07,00:00:10,538006504,DANK SILVER,SanLorenzo
2026-09-07,00:00:10,538090690,LEONARDO,SanLorenzo
2026-09-07,00:00:10,352004948,OBE UNITY,SanLorenzo
2026-09-07,00:00:10,563319600,CUTLASS GALAXY,SanLorenzo
2026-09-07,00:00:10,636025133,YAMI BENEFIT,SanLorenzo
2026-09-07,00:00:10,355174000,APOGEE SPIRIT,SanLorenzo
2026-09-07,00:00:10,357232000,YOZAN,SanLorenzo
2026-09-07,00:00:10,538012594,KAPETANIOS,SanLorenzo
2026-09-07,00:00:10,701153000,PAULINO C,SanLorenzo
2026-09-07,00:00:10,701006310,ARGENTINO I,SanLorenzo
2026-09-07,00:00:10,538009801,HELIOS,SanLorenzo
2026-09-07,00:00:10,701006670,BRUTUS,SanLorenzo
2026-09-07,00:00:10,755032000,RUBEN H,SanLorenzo
2026-09-07,00:00:10,341694002,H7 HSB5,SanLorenzo
2026-09-07,00:00:10,720946000,DON KASBERGEN,SanLorenzo
2026-09-07,00:00:10,720694000,IB LADARIO,SanLorenzo
2026-09-07,00:00:10,755177000,CABALLERO BLANCO.,SanLorenzo
2026-09-07,00:00:10,755991013,PUMA,SanLorenzo
2026-09-07,00:00:10,538008936,SOUND YOUNG,SanLorenzo
2026-09-07,00:00:10,755088000,DECATUR LADY,SanLorenzo
2026-09-07,00:00:10,701006354,PELICANO,SanLorenzo
2026-09-07,00:00:10,701124000,JULIO A,SanLorenzo
2026-09-07,00:00:10,701006926,FAVORITO SAN ANTONIO,SanLorenzo
2026-09-07,00:00:10,701006466,NEPTUNO,SanLorenzo
2026-09-07,00:00:10,755905000,DON JUAN,SanLorenzo
2026-09-07,00:00:10,636015971,STOLT ZULU,SanLorenzo
2026-09-07,00:00:10,255916599,RANA,SanLorenzo
2026-09-07,00:00:10,257897000,BOW FIRDA,SanLorenzo
2026-09-07,00:00:10,352006380,CL KIBOU,SanLorenzo
2026-09-07,00:00:10,755001797,PARAPITI.,SanLorenzo
2026-09-07,00:00:10,755021000,CAVALIER VII,SanLorenzo
2026-09-07,00:00:10,755134000,LADOCE H,SanLorenzo
2026-09-07,00:00:10,755058000,CAP. JACKSON,SanLorenzo
2026-09-07,00:00:10,701006443,MAYU,SanLorenzo
2026-09-07,00:00:10,538006458,ODYSSEUS N,SanLorenzo
2026-09-07,00:00:10,755029000,SAN MARTIN I,SanLorenzo
2026-09-07,00:00:10,636023256,INGENUITY,SanLorenzo
2026-09-07,00:00:10,701006396,VB RECOLETA,SanLorenzo
2026-09-07,00:00:10,701006117,OBSERVADOR.    R/EMP,SanLorenzo
2026-09-07,00:00:10,755000020,AGUARA,SanLorenzo
2026-09-07,00:00:10,755000020,,Rosario
2026-09-07,00:00:10,563151400,FRANCESCO,Rosario
2026-09-07,00:00:10,352383000,ANHUI,Rosario
2026-09-07,00:00:10,701153000,,Rosario
2026-09-07,00:00:10,341694002,H7 HSB5,Rosario
2026-09-07,00:00:10,477932500,ROSCO BANYAN,Rosario
2026-09-07,00:00:10,701503000,GC77 GFO SAN MATIAS,Rosario
2026-09-07,00:00:10,636024066,K BEREKET,Rosario
2026-09-07,00:00:10,563065800,FLORA SCHULTE,Rosario
2026-09-07,00:00:10,352006388,NORSE BORNHOLM,Rosario
2026-09-07,00:00:10,636024379,STAR WESTPORT,Rosario
2026-09-07,00:00:10,538008779,LIVADI,Rosario
2026-09-07,00:00:10,538010750,TOKYO SPIRIT,Rosario
2026-09-07,00:00:10,538009547,MEDITERRANEAN SPIRIT,Rosario
2026-09-07,00:00:10,352001142,GLORY FIRST,Rosario
2026-09-07,00:00:10,636024043,TG CRAB,Rosario
2026-09-07,00:00:10,636093258,EMMA JANNEKE,Rosario
2026-09-07,00:00:10,701006670,BRUTUS,Rosario
2026-09-07,00:00:10,314952000,,Rosario
2026-09-07,00:00:10,636023897,ANNELIESE,Rosario
2026-09-07,00:00:10,636023728,TAI STEADINESS,Rosario
2026-09-07,00:00:10,7010004,,Rosario
2026-09-07,00:00:10,538010532,DEANA,Rosario
2026-09-07,00:00:10,538090690,LEONARDO,Rosario
2026-09-07,00:00:10,352004948,OBE UNITY,Rosario
2026-09-07,00:00:10,563319600,CUTLASS GALAXY,Rosario
2026-09-07,00:00:10,636025133,YAMI BENEFIT,Rosario
2026-09-07,00:00:10,355174000,APOGEE SPIRIT,Rosario
2026-09-07,00:00:10,357232000,YOZAN,Rosario
2026-09-07,00:00:10,538012594,KAPETANIOS,Rosario
2026-09-07,00:00:10,701006310,ARGENTINO I,Rosario
2026-09-07,00:00:10,538009801,HELIOS,Rosario
2026-09-07,00:00:10,701006117,OBSERVADOR.    R/EMP,Rosario
2026-09-07,00:00:10,720946000,DON KASBERGEN,Rosario
2026-09-07,00:00:10,720694000,IB LADARIO,Rosario
2026-09-07,00:00:10,755991013,PUMA,Rosario
2026-09-07,00:00:10,538008936,SOUND YOUNG,Rosario
2026-09-07,00:00:10,701006354,,Rosario
2026-09-07,00:00:10,701124000,JULIO A,Rosario
2026-09-07,00:00:10,701006926,FAVORITO SAN ANTONIO,Rosario
2026-09-07,00:00:10,701006466,NEPTUNO,Rosario
2026-09-07,00:00:10,755905000,DON JUAN,Rosario
2026-09-07,00:00:10,255916599,RANA,Rosario
2026-09-07,00:00:10,257897000,BOW FIRDA,Rosario
2026-09-07,00:00:10,636015971,STOLT ZULU,Rosario
2026-09-07,00:00:10,755001797,PARAPITI.,Rosario
2026-09-07,00:00:10,352006380,CL KIBOU,Rosario
2026-09-07,00:00:10,755021000,,Rosario
2026-09-07,00:00:10,755058000,CAP. JACKSON,Rosario
2026-09-07,00:00:10,701006443,MAYU,Rosario
2026-09-07,00:00:10,538006458,ODYSSEUS N,Rosario
2026-09-07,00:00:10,636023256,INGENUITY,Rosario
2026-09-07,00:00:10,755029000,SAN MARTIN I,Rosario
2026-09-07,00:00:10,701006396,VB RECOLETA,Rosario
2026-09-07,00:00:10,311001602,SAGA ANDORINHA,DelGuazu
2026-09-07,00:00:10,710000019,HERACLITO FILHO,DelGuazu
2026-09-07,00:00:10,710000019,,Braga
2026-09-07,00:00:10,311001602,,Braga
2026-09-07,00:00:10,755001631,DON LUCHO,BellaVista
2026-09-07,00:00:10,755136000,IMPALA LADARIO,BellaVista
2026-09-07,00:00:10,720687000,JAN CONNOR,BellaVista
2026-09-07,00:00:10,755003671,DONA ANNETTE,BellaVista
2026-09-07,00:00:10,755048000,ITAPUA I,BellaVista
2026-09-07,00:00:10,755122000,INQUEBRANTABLE,BellaVista
2026-09-07,00:00:10,755022000,R/E CAVALIER XI,BellaVista
2026-09-07,00:00:10,720954000,HB PERSEUS,BellaVista
2026-09-07,00:00:10,755055000,RAUL D,BellaVista
2026-09-07,00:00:10,755126000,LATERE,BellaVista
2026-09-07,00:00:10,755036000,TOMY H,BellaVista
2026-09-07,00:00:10,755024000,RE CAVALIER XII,BellaVista
2026-09-07,00:00:10,887210528,,BellaVista
2026-09-07,00:00:10,755045000,BRUTUS H,BellaVista
2026-09-07,00:00:10,755084000,RIO DE LA PLATA,BellaVista
2026-09-07,00:00:10,755091000,MARIA AUXILIADORA,BellaVista
2026-09-07,00:00:10,701006638,CAROLINA,BellaVista
2026-09-07,00:10:09,255915742,BOCHEM CASABLANCA,SanLorenzo
2026-09-07,00:10:09,636023256,INGENUITY,SanLorenzo
2026-09-07,00:10:09,477932500,ROSCO BANYAN,SanLorenzo
2026-09-07,00:10:09,636024066,K BEREKET,SanLorenzo
2026-09-07,00:10:09,701503000,GC77 GFO SAN MATIAS,SanLorenzo
2026-09-07,00:10:09,563065800,FLORA SCHULTE,SanLorenzo
2026-09-07,00:10:09,352006388,NORSE BORNHOLM,SanLorenzo
2026-09-07,00:10:09,563151400,FRANCESCO,SanLorenzo
2026-09-07,00:10:09,636024379,STAR WESTPORT,SanLorenzo
2026-09-07,00:10:09,538008779,LIVADI,SanLorenzo
2026-09-07,00:10:09,538010750,TOKYO SPIRIT,SanLorenzo
2026-09-07,00:10:09,311000195,CS SARAFINA,SanLorenzo
2026-09-07,00:10:09,538009547,MEDITERRANEAN SPIRIT,SanLorenzo
2026-09-07,00:10:09,636024043,TG CRAB,SanLorenzo
2026-09-07,00:10:09,636093258,EMMA JANNEKE,SanLorenzo
2026-09-07,00:10:09,563054100,MTM BIG APPLE,SanLorenzo
2026-09-07,00:10:09,255916599,RANA,SanLorenzo
2026-09-07,00:10:09,636023728,TAI STEADINESS,SanLorenzo
2026-09-07,00:10:09,7010004,,SanLorenzo
2026-09-07,00:10:09,636023897,ANNELIESE,SanLorenzo
2026-09-07,00:10:09,701006354,PELICANO,SanLorenzo
2026-09-07,00:10:09,538010532,DEANA,SanLorenzo
2026-09-07,00:10:09,351011000,OCEAN CROWN,SanLorenzo
2026-09-07,00:10:09,538006504,DANK SILVER,SanLorenzo
2026-09-07,00:10:09,538090690,LEONARDO,SanLorenzo
2026-09-07,00:10:09,352004948,OBE UNITY,SanLorenzo
2026-09-07,00:10:09,563319600,CUTLASS GALAXY,SanLorenzo
2026-09-07,00:10:09,636025133,YAMI BENEFIT,SanLorenzo
2026-09-07,00:10:09,355174000,APOGEE SPIRIT,SanLorenzo
2026-09-07,00:10:09,357232000,YOZAN,SanLorenzo
2026-09-07,00:10:09,538012594,KAPETANIOS,SanLorenzo
2026-09-07,00:10:09,701153000,PAULINO C,SanLorenzo
2026-09-07,00:10:09,701006310,ARGENTINO I,SanLorenzo
2026-09-07,00:10:09,538009801,HELIOS,SanLorenzo
2026-09-07,00:10:09,755032000,RUBEN H,SanLorenzo
2026-09-07,00:10:09,341694002,H7 HSB5,SanLorenzo
2026-09-07,00:10:09,755000020,AGUARA,SanLorenzo
2026-09-07,00:10:09,720694000,IB LADARIO,SanLorenzo
2026-09-07,00:10:09,538008936,SOUND YOUNG,SanLorenzo
2026-09-07,00:10:09,701001114,IGUAZU,SanLorenzo
2026-09-07,00:10:09,755177000,CABALLERO BLANCO.,SanLorenzo
2026-09-07,00:10:09,755991013,PUMA,SanLorenzo
2026-09-07,00:10:09,755088000,DECATUR LADY,SanLorenzo
2026-09-07,00:10:09,701006670,BRUTUS,SanLorenzo
2026-09-07,00:10:09,701124000,JULIO A,SanLorenzo
2026-09-07,00:10:09,701006466,NEPTUNO,SanLorenzo
2026-09-07,00:10:09,701006926,FAVORITO SAN ANTONIO,SanLorenzo
2026-09-07,00:10:09,755905000,DON JUAN,SanLorenzo
2026-09-07,00:10:09,257897000,BOW FIRDA,SanLorenzo
2026-09-07,00:10:09,352006380,CL KIBOU,SanLorenzo
2026-09-07,00:10:09,755001797,PARAPITI.,SanLorenzo
2026-09-07,00:10:09,636015971,STOLT ZULU,SanLorenzo
2026-09-07,00:10:09,701006117,OBSERVADOR.    R/EMP,SanLorenzo
2026-09-07,00:10:09,755021000,CAVALIER VII,SanLorenzo
2026-09-07,00:10:09,701006443,MAYU,SanLorenzo
2026-09-07,00:10:09,755134000,LADOCE H,SanLorenzo
2026-09-07,00:10:09,755029000,SAN MARTIN I,SanLorenzo
2026-09-07,00:10:09,701006396,VB RECOLETA,SanLorenzo
2026-09-07,00:10:09,755058000,CAP. JACKSON,SanLorenzo
2026-09-07,00:10:09,538006458,ODYSSEUS N,SanLorenzo
2026-09-07,00:10:09,701006966,TIGRE,SanLorenzo
2026-09-07,00:10:09,720946000,DON KASBERGEN,SanLorenzo
2026-09-07,00:10:09,755134000,,Rosario
2026-09-07,00:10:09,701153000,,Rosario
2026-09-07,00:10:09,636023256,INGENUITY,Rosario
2026-09-07,00:10:09,477932500,ROSCO BANYAN,Rosario
2026-09-07,00:10:09,636024066,K BEREKET,Rosario
2026-09-07,00:10:09,701503000,GC77 GFO SAN MATIAS,Rosario
2026-09-07,00:10:09,563065800,FLORA SCHULTE,Rosario
2026-09-07,00:10:09,352006388,NORSE BORNHOLM,Rosario
2026-09-07,00:10:09,563151400,FRANCESCO,Rosario
2026-09-07,00:10:09,636024379,STAR WESTPORT,Rosario
2026-09-07,00:10:09,538008779,LIVADI,Rosario
2026-09-07,00:10:09,538010750,TOKYO SPIRIT,Rosario
2026-09-07,00:10:09,352001142,GLORY FIRST,Rosario
2026-09-07,00:10:09,538009547,MEDITERRANEAN SPIRIT,Rosario
2026-09-07,00:10:09,636024043,TG CRAB,Rosario
2026-09-07,00:10:09,636093258,EMMA JANNEKE,Rosario
2026-09-07,00:10:09,255916599,RANA,Rosario
2026-09-07,00:10:09,636023728,TAI STEADINESS,Rosario
2026-09-07,00:10:09,7010004,,Rosario
2026-09-07,00:10:09,636023897,ANNELIESE,Rosario
2026-09-07,00:10:09,351011000,,Rosario
2026-09-07,00:10:09,538010532,DEANA,Rosario
2026-09-07,00:10:09,538090690,LEONARDO,Rosario
2026-09-07,00:10:09,352004948,OBE UNITY,Rosario
2026-09-07,00:10:09,563319600,CUTLASS GALAXY,Rosario
2026-09-07,00:10:09,636025133,YAMI BENEFIT,Rosario
2026-09-07,00:10:09,355174000,APOGEE SPIRIT,Rosario
2026-09-07,00:10:09,357232000,YOZAN,Rosario
2026-09-07,00:10:09,538012594,KAPETANIOS,Rosario
2026-09-07,00:10:09,701006670,BRUTUS,Rosario
2026-09-07,00:10:09,701006310,ARGENTINO I,Rosario
2026-09-07,00:10:09,538009801,HELIOS,Rosario
2026-09-07,00:10:09,341694002,H7 HSB5,Rosario
2026-09-07,00:10:09,701006117,OBSERVADOR.    R/EMP,Rosario
2026-09-07,00:10:09,755021000,,Rosario
2026-09-07,00:10:09,720694000,IB LADARIO,Rosario
2026-09-07,00:10:09,538008936,SOUND YOUNG,Rosario
2026-09-07,00:10:09,701001114,IGUAZU,Rosario
2026-09-07,00:10:09,755991013,PUMA,Rosario
2026-09-07,00:10:09,701124000,JULIO A,Rosario
2026-09-07,00:10:09,701006466,NEPTUNO,Rosario
2026-09-07,00:10:09,701006926,FAVORITO SAN ANTONIO,Rosario
2026-09-07,00:10:09,755905000,DON JUAN,Rosario
2026-09-07,00:10:09,257897000,BOW FIRDA,Rosario
2026-09-07,00:10:09,352006380,CL KIBOU,Rosario
2026-09-07,00:10:09,755001797,PARAPITI.,Rosario
2026-09-07,00:10:09,701006443,MAYU,Rosario
2026-09-07,00:10:09,636015971,STOLT ZULU,Rosario
2026-09-07,00:10:09,755029000,SAN MARTIN I,Rosario
2026-09-07,00:10:09,701006396,VB RECOLETA,Rosario
2026-09-07,00:10:09,538006458,ODYSSEUS N,Rosario
2026-09-07,00:10:09,755058000,CAP. JACKSON,Rosario
2026-09-07,00:10:09,720946000,DON KASBERGEN,Rosario
2026-09-07,00:10:09,241624000,,DelGuazu
2026-09-07,00:10:09,755703668,,DelGuazu
2026-09-07,00:10:09,701006643,,DelGuazu
2026-09-07,00:10:09,311016600,,DelGuazu
2026-09-07,00:10:09,215622000,TAXIDIARA,DelGuazu
2026-09-07,00:10:09,311001602,SAGA ANDORINHA,DelGuazu
2026-09-07,00:10:09,710000019,HERACLITO FILHO,DelGuazu
2026-09-07,00:10:09,710000019,,Braga
2026-09-07,00:10:09,311001602,,Braga
2026-09-07,00:10:09,720687000,JAN CONNOR,BellaVista
2026-09-07,00:10:09,755055000,RAUL D,BellaVista
2026-09-07,00:10:09,755003671,DONA ANNETTE,BellaVista
2026-09-07,00:10:09,755022000,R/E CAVALIER XI,BellaVista
2026-09-07,00:10:09,755048000,ITAPUA I,BellaVista
2026-09-07,00:10:09,755126000,LATERE,BellaVista
2026-09-07,00:10:09,887210528,,BellaVista
2026-09-07,00:10:09,755045000,BRUTUS H,BellaVista
2026-09-07,00:10:09,755001631,DON LUCHO,BellaVista
2026-09-07,00:10:09,720954000,HB PERSEUS,BellaVista
2026-09-07,00:10:09,755036000,TOMY H,BellaVista
2026-09-07,00:10:09,755004071,GUYRATI,BellaVista
2026-09-07,00:10:09,755122000,INQUEBRANTABLE,BellaVista
2026-09-07,00:10:09,755024000,RE CAVALIER XII,BellaVista
2026-09-07,00:10:09,755084000,RIO DE LA PLATA,BellaVista
2026-09-07,00:10:09,755136000,IMPALA LADARIO,BellaVista
2026-09-07,00:10:09,755091000,MARIA AUXILIADORA,BellaVista
2026-09-07,00:10:09,701006638,CAROLINA,BellaVista
2026-09-07,00:20:09,636023426,,SanLorenzo
2026-09-07,00:20:09,563054100,MTM BIG APPLE,SanLorenzo
2026-09-07,00:20:09,255916599,RANA,SanLorenzo
2026-09-07,00:20:09,701006966,TIGRE,SanLorenzo
2026-09-07,00:20:09,563319600,CUTLASS GALAXY,SanLorenzo
2026-09-07,00:20:09,636015971,STOLT ZULU,SanLorenzo
2026-09-07,00:20:09,255915742,,SanLorenzo
2026-09-07,00:20:09,636024066,K BEREKET,SanLorenzo
2026-09-07,00:20:09,701503000,GC77 GFO SAN MATIAS,SanLorenzo
2026-09-07,00:20:09,477932500,ROSCO BANYAN,SanLorenzo
2026-09-07,00:20:09,563065800,FLORA SCHULTE,SanLorenzo
2026-09-07,00:20:09,352006388,NORSE BORNHOLM,SanLorenzo
2026-09-07,00:20:09,563151400,FRANCESCO,SanLorenzo
2026-09-07,00:20:09,636024379,STAR WESTPORT,SanLorenzo
2026-09-07,00:20:09,538008779,LIVADI,SanLorenzo
2026-09-07,00:20:09,538010750,TOKYO SPIRIT,SanLorenzo
2026-09-07,00:20:09,311000195,CS SARAFINA,SanLorenzo
2026-09-07,00:20:09,538009547,MEDITERRANEAN SPIRIT,SanLorenzo
2026-09-07,00:20:09,352006380,CL KIBOU,SanLorenzo
2026-09-07,00:20:09,636024043,TG CRAB,SanLorenzo
2026-09-07,00:20:09,636093258,EMMA JANNEKE,SanLorenzo
2026-09-07,00:20:09,636023897,ANNELIESE,SanLorenzo
2026-09-07,00:20:09,636023728,TAI STEADINESS,SanLorenzo
2026-09-07,00:20:09,7010004,,SanLorenzo
2026-09-07,00:20:09,538010532,DEANA,SanLorenzo
2026-09-07,00:20:09,351011000,OCEAN CROWN,SanLorenzo
2026-09-07,00:20:09,538006504,DANK SILVER,SanLorenzo
2026-09-07,00:20:09,538090690,LEONARDO,SanLorenzo
2026-09-07,00:20:09,352004948,OBE UNITY,SanLorenzo
2026-09-07,00:20:09,636025133,YAMI BENEFIT,SanLorenzo
2026-09-07,00:20:09,357232000,YOZAN,SanLorenzo
2026-09-07,00:20:09,355174000,APOGEE SPIRIT,SanLorenzo
2026-09-07,00:20:09,538012594,KAPETANIOS,SanLorenzo
2026-09-07,00:20:09,701153000,PAULINO C,SanLorenzo
2026-09-07,00:20:09,701006310,ARGENTINO I,SanLorenzo
2026-09-07,00:20:09,538009801,HELIOS,SanLorenzo
2026-09-07,00:20:09,341694002,H7 HSB5,SanLorenzo
2026-09-07,00:20:09,538008936,SOUND YOUNG,SanLorenzo
2026-09-07,00:20:09,701001114,IGUAZU,SanLorenzo
2026-09-07,00:20:09,755088000,DECATUR LADY,SanLorenzo
2026-09-07,00:20:09,720946000,DON KASBERGEN,SanLorenzo
2026-09-07,00:20:09,720694000,IB LADARIO,SanLorenzo
2026-09-07,00:20:09,755991013,PUMA,SanLorenzo
2026-09-07,00:20:09,755177000,CABALLERO BLANCO.,SanLorenzo
2026-09-07,00:20:09,701006466,NEPTUNO,SanLorenzo
2026-09-07,00:20:09,257897000,BOW FIRDA,SanLorenzo
2026-09-07,00:20:09,755905000,DON JUAN,SanLorenzo
2026-09-07,00:20:09,701006926,FAVORITO SAN ANTONIO,SanLorenzo
2026-09-07,00:20:09,755032000,RUBEN H,SanLorenzo
2026-09-07,00:20:09,636023256,INGENUITY,SanLorenzo
2026-09-07,00:20:09,755058000,CAP. JACKSON,SanLorenzo
2026-09-07,00:20:09,701124000,JULIO A,SanLorenzo
2026-09-07,00:20:09,701006670,BRUTUS,SanLorenzo
2026-09-07,00:20:09,755021000,CAVALIER VII,SanLorenzo
2026-09-07,00:20:09,755029000,SAN MARTIN I,SanLorenzo
2026-09-07,00:20:09,755001797,PARAPITI.,SanLorenzo
2026-09-07,00:20:09,755134000,LADOCE H,SanLorenzo
2026-09-07,00:20:09,701006443,MAYU,SanLorenzo
2026-09-07,00:20:09,701006117,OBSERVADOR.    R/EMP,SanLorenzo
2026-09-07,00:20:09,538006458,ODYSSEUS N,SanLorenzo
2026-09-07,00:20:09,755000020,AGUARA,SanLorenzo
2026-09-07,00:20:09,701006396,VB RECOLETA,SanLorenzo
2026-09-07,00:20:09,352383000,ANHUI,Rosario
2026-09-07,00:20:09,755134000,,Rosario
2026-09-07,00:20:09,538008779,LIVADI,Rosario
2026-09-07,00:20:09,314952000,,Rosario
2026-09-07,00:20:09,255916599,RANA,Rosario
2026-09-07,00:20:09,701153000,,Rosario
2026-09-07,00:20:09,636015971,STOLT ZULU,Rosario
2026-09-07,00:20:09,636024066,K BEREKET,Rosario
2026-09-07,00:20:09,701503000,GC77 GFO SAN MATIAS,Rosario
2026-09-07,00:20:09,477932500,ROSCO BANYAN,Rosario
2026-09-07,00:20:09,563065800,FLORA SCHULTE,Rosario
2026-09-07,00:20:09,352006388,NORSE BORNHOLM,Rosario
2026-09-07,00:20:09,563151400,FRANCESCO,Rosario
2026-09-07,00:20:09,636024379,STAR WESTPORT,Rosario
2026-09-07,00:20:09,538010750,TOKYO SPIRIT,Rosario
2026-09-07,00:20:09,352001142,GLORY FIRST,Rosario
2026-09-07,00:20:09,538009547,MEDITERRANEAN SPIRIT,Rosario
2026-09-07,00:20:09,352006380,CL KIBOU,Rosario
2026-09-07,00:20:09,636024043,TG CRAB,Rosario
2026-09-07,00:20:09,636093258,EMMA JANNEKE,Rosario
2026-09-07,00:20:09,636023897,ANNELIESE,Rosario
2026-09-07,00:20:09,636023728,TAI STEADINESS,Rosario
2026-09-07,00:20:09,7010004,,Rosario
2026-09-07,00:20:09,351011000,,Rosario
2026-09-07,00:20:09,538010532,DEANA,Rosario
2026-09-07,00:20:09,538090690,LEONARDO,Rosario
2026-09-07,00:20:09,352004948,OBE UNITY,Rosario
2026-09-07,00:20:09,563319600,CUTLASS GALAXY,Rosario
2026-09-07,00:20:09,636025133,YAMI BENEFIT,Rosario
2026-09-07,00:20:09,357232000,YOZAN,Rosario
2026-09-07,00:20:09,755021000,,Rosario
2026-09-07,00:20:09,355174000,APOGEE SPIRIT,Rosario
2026-09-07,00:20:09,538012594,KAPETANIOS,Rosario
2026-09-07,00:20:09,701006310,ARGENTINO I,Rosario
2026-09-07,00:20:09,538009801,HELIOS,Rosario
2026-09-07,00:20:09,341694002,H7 HSB5,Rosario
2026-09-07,00:20:09,538008936,SOUND YOUNG,Rosario
2026-09-07,00:20:09,701001114,IGUAZU,Rosario
2026-09-07,00:20:09,720946000,DON KASBERGEN,Rosario
2026-09-07,00:20:09,701124000,JULIO A,Rosario
2026-09-07,00:20:09,720694000,IB LADARIO,Rosario
2026-09-07,00:20:09,755991013,PUMA,Rosario
2026-09-07,00:20:09,701006466,NEPTUNO,Rosario
2026-09-07,00:20:09,257897000,BOW FIRDA,Rosario
2026-09-07,00:20:09,755905000,DON JUAN,Rosario
2026-09-07,00:20:09,701006926,FAVORITO SAN ANTONIO,Rosario
2026-09-07,00:20:09,636023256,INGENUITY,Rosario
2026-09-07,00:20:09,755058000,CAP. JACKSON,Rosario
2026-09-07,00:20:09,701006670,BRUTUS,Rosario
2026-09-07,00:20:09,755001797,PARAPITI.,Rosario
2026-09-07,00:20:09,755029000,SAN MARTIN I,Rosario
2026-09-07,00:20:09,701006117,OBSERVADOR.    R/EMP,Rosario
2026-09-07,00:20:09,701006443,MAYU,Rosario
2026-09-07,00:20:09,538006458,ODYSSEUS N,Rosario
2026-09-07,00:20:09,701006396,VB RECOLETA,Rosario
2026-09-07,00:20:09,215622000,TAXIDIARA,DelGuazu
2026-09-07,00:20:09,311016600,,DelGuazu
2026-09-07,00:20:09,701006643,,DelGuazu
2026-09-07,00:20:09,311001602,SAGA ANDORINHA,DelGuazu
2026-09-07,00:20:09,710000019,HERACLITO FILHO,DelGuazu
2026-09-07,00:20:09,710000019,,Braga
2026-09-07,00:20:09,755136000,IMPALA LADARIO,BellaVista
2026-09-07,00:20:09,755055000,RAUL D,BellaVista
2026-09-07,00:20:09,755003671,DONA ANNETTE,BellaVista
2026-09-07,00:20:09,720954000,HB PERSEUS,BellaVista
2026-09-07,00:20:09,755001631,DON LUCHO,BellaVista
2026-09-07,00:20:09,755122000,INQUEBRANTABLE,BellaVista
2026-09-07,00:20:09,755048000,ITAPUA I,BellaVista
2026-09-07,00:20:09,755022000,R/E CAVALIER XI,BellaVista
2026-09-07,00:20:09,755126000,LATERE,BellaVista
2026-09-07,00:20:09,755036000,TOMY H,BellaVista
2026-09-07,00:20:09,887210528,,BellaVista
2026-09-07,00:20:09,755045000,BRUTUS H,BellaVista
2026-09-07,00:20:09,755084000,RIO DE LA PLATA,BellaVista
2026-09-07,00:20:09,755024000,RE CAVALIER XII,BellaVista
2026-09-07,00:20:09,720687000,JAN CONNOR,BellaVista
2026-09-07,00:30:11,255915742,,SanLorenzo
2026-09-07,00:30:11,538010750,TOKYO SPIRIT,SanLorenzo
2026-09-07,00:30:11,352001142,,SanLorenzo
2026-09-07,00:30:11,636023256,INGENUITY,SanLorenzo
2026-09-07,00:30:11,352006380,CL KIBOU,SanLorenzo
2026-09-07,00:30:11,636024066,K BEREKET,SanLorenzo
2026-09-07,00:30:11,701503000,GC77 GFO SAN MATIAS,SanLorenzo
2026-09-07,00:30:11,477932500,ROSCO BANYAN,SanLorenzo
2026-09-07,00:30:11,563065800,FLORA SCHULTE,SanLorenzo
2026-09-07,00:30:11,352006388,NORSE BORNHOLM,SanLorenzo
2026-09-07,00:30:11,563151400,FRANCESCO,SanLorenzo
2026-09-07,00:30:11,636024379,STAR WESTPORT,SanLorenzo
2026-09-07,00:30:11,538008779,LIVADI,SanLorenzo
2026-09-07,00:30:11,311000195,CS SARAFINA,SanLorenzo
2026-09-07,00:30:11,538009547,MEDITERRANEAN SPIRIT,SanLorenzo
2026-09-07,00:30:11,636024043,TG CRAB,SanLorenzo
2026-09-07,00:30:11,636093258,EMMA JANNEKE,SanLorenzo
2026-09-07,00:30:11,563054100,MTM BIG APPLE,SanLorenzo
2026-09-07,00:30:11,255916599,RANA,SanLorenzo
2026-09-07,00:30:11,636023728,TAI STEADINESS,SanLorenzo
2026-09-07,00:30:11,7010004,,SanLorenzo
2026-09-07,00:30:11,636023897,ANNELIESE,SanLorenzo
2026-09-07,00:30:11,351011000,OCEAN CROWN,SanLorenzo
2026-09-07,00:30:11,538010532,DEANA,SanLorenzo
2026-09-07,00:30:11,538006504,DANK SILVER,SanLorenzo
