fecha,hora,puerto,mmsi,nombre,distancia_m,zona
2026-09-05,17:20:39,Terminal Chacabuco YPF,701001114,IGUAZU,117.0,SanLorenzo
2026-09-05,17:20:39,Terminal Chacabuco YPF,701001057,VALENTINA H,124.7,SanLorenzo
2026-09-05,17:20:39,Terminal Chacabuco YPF,701001307,MAX DREAM,99.3,SanLorenzo
2026-09-05,17:20:39,Cargill S.A. Villa Gdor. Gálvez,241624000,LEGEND,322.0,SanLorenzo
2026-09-05,17:20:39,Mosaic S.A. Muelle De Fertilizantes,352006388,NORSE BORNHOLM,186.0,SanLorenzo
2026-09-05,17:20:39,Unidad VI Servicios Portuarios S.A.,538012594,KAPETANIOS,154.1,SanLorenzo
2026-09-05,17:20:39,Molinos Rí­o De La Plata,256672000,ARIETTA,375.1,SanLorenzo
2026-09-05,17:20:39,Terminal Chacabuco YPF,701001324,HALCON,115.8,SanLorenzo
2026-09-05,17:20:39,Axion San Lorenzo,538009801,HELIOS,157.7,SanLorenzo
2026-09-05,17:20:39,Puerto San Lorenzo,563163900,ANNA SCHULTE,106.9,SanLorenzo
2026-09-05,17:20:39,Cargill S.A. Muelle Quebracho,538008936,SOUND YOUNG,216.1,SanLorenzo
2026-09-05,17:20:39,ADM Agro Terminal El Tránsito,563033900,TORM SUPREME,86.9,SanLorenzo
2026-09-05,17:20:39,Yeruvá S.A.,701006297,ANTONIO MARIA FERRO,100.5,SanLorenzo
2026-09-05,17:20:39,Puerto Diamante,701006803,ANTONIO PUGLIESE,452.7,SanLorenzo
2026-09-05,17:20:39,Cofco S.A.,701006396,VB RECOLETA,222.4,SanLorenzo
2026-09-05,17:20:39,Cargill S.A. Punta Alvear,538011430,SOFIA,111.0,SanLorenzo
2026-09-05,17:20:39,Vicentin S.A.I.C,357458000,BULK ITALY,198.4,Rosario
2026-09-05,17:20:39,Puerto Rosario S. A. Terminal 1,477754600,MAERSK VENEZIA,67.8,Rosario
2026-09-05,17:20:39,Unidad VI Servicios Portuarios S.A.,538010750,TOKYO SPIRIT,182.6,Rosario
2026-09-05,17:20:39,Cofco S.A.,636024698,,145.8,Rosario
2026-09-05,17:20:39,Bunge - La Plata Cereal S.A. Muelle Dempa,256685000,RODINA,151.7,Rosario
2026-09-05,17:20:39,Bunge - La Plata Cereal S.A.,538004184,BLACK PEARL,186.2,Rosario
2026-09-05,17:20:39,Puerto Villa Constitución Unidad II,701006679,,73.1,Rosario
2026-09-05,17:20:39,Cargill S.A. Villa Gdor. Gálvez,241624000,LEGEND,322.0,Rosario
2026-09-05,17:20:39,Mosaic S.A. Muelle De Fertilizantes,352006388,NORSE BORNHOLM,186.0,Rosario
2026-09-05,17:20:39,Louis Dreyfus y Cia. Ltda. Muelle Aceitero,538008276,PORT IMABARI,215.5,Rosario
2026-09-05,17:20:39,Unidad VI Servicios Portuarios S.A.,538012594,KAPETANIOS,154.1,Rosario
2026-09-05,17:20:39,Molinos Rí­o De La Plata,256672000,ARIETTA,375.1,Rosario
2026-09-05,17:20:39,Axion San Lorenzo,538009801,,157.7,Rosario
2026-09-05,17:20:39,Puerto San Lorenzo,563163900,ANNA SCHULTE,106.9,Rosario
2026-09-05,17:20:39,Cargill S.A. Muelle Quebracho,538008936,SOUND YOUNG,216.1,Rosario
2026-09-05,17:20:39,Puerto Villa Constitución Unidad II,701006242,,304.2,Rosario
2026-09-05,17:20:39,Yeruvá S.A.,701006297,ANTONIO MARIA FERRO,100.5,Rosario
2026-09-05,17:20:39,Cofco S.A.,701006396,VB RECOLETA,222.4,Rosario
2026-09-05,17:20:39,Cargill S.A. Punta Alvear,538011430,SOFIA,111.0,Rosario
2026-09-05,17:20:39,Carboclor S.A.,215622000,TAXIDIARA,108.6,DelGuazu
2026-09-05,17:20:39,Siderca S.A.,636019109,JY LAKE,375.5,DelGuazu
2026-09-05,17:20:39,Terminal Zarate S.A.,636025521,ITHACA,130.1,DelGuazu
2026-09-05,17:20:39,Esso S.a.p.a.,701007053,B/T NANY,169.0,DelGuazu
2026-09-05,17:20:39,Terminal Zarate S.A.,755138000,INCANSABLE,64.4,DelGuazu
2026-09-05,17:20:39,Esso S.a.p.a.,701137000,PUNTA PIRAMIDES,446.9,DelGuazu
2026-09-05,17:20:39,Maripasa S.A.,701006643,DON RAXYZ,213.0,DelGuazu
2026-09-05,17:20:39,Maripasa S.A.,755201178,NUAR B.,188.5,DelGuazu
2026-09-05,17:20:39,Siderca S.A.,636019109,,376.7,Braga
2026-09-05,17:20:39,Maripasa S.A.,755201178,,187.4,Braga
2026-09-05,17:20:39,Maripasa S.A.,701006643,,212.4,Braga
2026-09-05,17:20:39,Puerto Buenos Aires,352004466,ASTURIANO III,339.1,Braga
2026-09-05,17:20:39,Esso S.a.p.a.,701007053,,169.1,Braga
2026-09-05,17:20:39,Esso S.a.p.a.,701137000,,446.8,Braga
2026-09-05,17:20:39,Puerto Buenos Aires,755043000,AVA PAYAGUA,204.8,Braga
2026-09-05,17:30:12,Cofco Internacional Argentina S.A.,563169800,RUBY,151.0,SanLorenzo
2026-09-05,17:30:12,Vicentin S.A.I.C,357458000,BULK ITALY,196.7,SanLorenzo
2026-09-05,17:30:12,Puerto Rosario S. A. Terminal 1,477754600,MAERSK VENEZIA,67.9,SanLorenzo
2026-09-05,17:30:12,Terminal 6 S.A. Muelle Norte,636015600,F. F GLORY,153.6,SanLorenzo
2026-09-05,17:30:12,Terminal 6 S.A. Muelle Sur,538004481,AGIA PARASKEVI,137.3,SanLorenzo
2026-09-05,17:30:12,Louis Dreyfus y Cia. Ltda. Timbúes,341694002,H7 HSB5,336.6,SanLorenzo
2026-09-05,17:30:12,Cofco S.A.,636024698,MC CALYPSO,145.2,SanLorenzo
2026-09-05,17:30:12,Unidad VI Servicios Portuarios S.A.,538010750,TOKYO SPIRIT,182.7,SanLorenzo
2026-09-05,17:30:12,Central Termoeléctrica Timbués Renova,636093258,EMMA JANNEKE,287.7,SanLorenzo
2026-09-05,17:30:12,Bunge - La Plata Cereal S.A. Muelle Dempa,256685000,RODINA,152.4,SanLorenzo
2026-09-05,17:30:12,Central Termoeléctrica Timbués Renova,563234800,IVS DUNES,163.3,SanLorenzo
2026-09-05,17:30:12,Bunge - La Plata Cereal S.A.,538004184,BLACK PEARL,191.5,SanLorenzo
2026-09-05,17:30:12,Terminal Chacabuco YPF,701001114,IGUAZU,118.8,SanLorenzo
2026-09-05,17:30:12,Terminal Chacabuco YPF,701001307,MAX DREAM,99.8,SanLorenzo
2026-09-05,17:30:12,Cargill S.A. Villa Gdor. Gálvez,241624000,LEGEND,320.8,SanLorenzo
2026-09-05,17:30:12,Mosaic S.A. Muelle De Fertilizantes,352006388,NORSE BORNHOLM,185.6,SanLorenzo
2026-09-05,17:30:12,Unidad VI Servicios Portuarios S.A.,538012594,KAPETANIOS,157.0,SanLorenzo
2026-09-05,17:30:12,Terminal Chacabuco YPF,701001324,HALCON,116.3,SanLorenzo
2026-09-05,17:30:12,Molinos Rí­o De La Plata,256672000,ARIETTA,369.2,SanLorenzo
2026-09-05,17:30:12,Axion San Lorenzo,538009801,HELIOS,158.0,SanLorenzo
2026-09-05,17:30:12,Puerto San Lorenzo,563163900,ANNA SCHULTE,104.1,SanLorenzo
2026-09-05,17:30:12,Cargill S.A. Muelle Quebracho,538008936,SOUND YOUNG,216.6,SanLorenzo
2026-09-05,17:30:12,Yeruvá S.A.,701006297,ANTONIO MARIA FERRO,100.1,SanLorenzo
2026-09-05,17:30:12,ADM Agro Terminal El Tránsito,563033900,TORM SUPREME,86.7,SanLorenzo
2026-09-05,17:30:12,Cofco S.A.,701006396,VB RECOLETA,223.5,SanLorenzo
2026-09-05,17:30:12,Cargill S.A. Punta Alvear,538011430,SOFIA,110.9,SanLorenzo
2026-09-05,17:30:12,Vicentin S.A.I.C,357458000,BULK ITALY,196.7,Rosario
2026-09-05,17:30:12,Puerto Rosario S. A. Terminal 1,477754600,MAERSK VENEZIA,67.9,Rosario
2026-09-05,17:30:12,Unidad VI Servicios Portuarios S.A.,538010750,TOKYO SPIRIT,182.7,Rosario
2026-09-05,17:30:12,Bunge - La Plata Cereal S.A. Muelle Dempa,256685000,RODINA,152.4,Rosario
2026-09-05,17:30:12,Puerto Villa Constitución Unidad II,701006242,,302.0,Rosario
2026-09-05,17:30:12,Bunge - La Plata Cereal S.A.,538004184,BLACK PEARL,191.5,Rosario
2026-09-05,17:30:12,Puerto Villa Constitución Unidad II,701006679,,72.0,Rosario
2026-09-05,17:30:12,Cargill S.A. Villa Gdor. Gálvez,241624000,LEGEND,320.8,Rosario
2026-09-05,17:30:12,Mosaic S.A. Muelle De Fertilizantes,352006388,NORSE BORNHOLM,185.6,Rosario
2026-09-05,17:30:12,Louis Dreyfus y Cia. Ltda. Muelle Aceitero,538008276,PORT IMABARI,215.3,Rosario
2026-09-05,17:30:12,Unidad VI Servicios Portuarios S.A.,538012594,KAPETANIOS,157.0,Rosario
2026-09-05,17:30:12,Molinos Rí­o De La Plata,256672000,ARIETTA,369.2,Rosario
2026-09-05,17:30:12,Puerto San Lorenzo,563163900,ANNA SCHULTE,104.1,Rosario
2026-09-05,17:30:12,Axion San Lorenzo,538009801,HELIOS,158.0,Rosario
2026-09-05,17:30:12,Cargill S.A. Muelle Quebracho,538008936,SOUND YOUNG,216.6,Rosario
2026-09-05,17:30:12,Yeruvá S.A.,701006297,ANTONIO MARIA FERRO,100.1,Rosario
2026-09-05,17:30:12,Cofco S.A.,701006396,VB RECOLETA,223.5,Rosario
2026-09-05,17:30:12,Cargill S.A. Punta Alvear,538011430,SOFIA,110.9,Rosario
2026-09-05,17:30:12,Carboclor S.A.,215622000,TAXIDIARA,116.7,DelGuazu
2026-09-05,17:30:12,Siderca S.A.,636019109,JY LAKE,377.2,DelGuazu
2026-09-05,17:30:12,Terminal Zarate S.A.,636025521,ITHACA,133.6,DelGuazu
2026-09-05,17:30:12,R.h.a.s.a. - Pobater,701006513,AMANCAY,159.2,DelGuazu
2026-09-05,17:30:12,Esso S.a.p.a.,701007053,B/T NANY,169.4,DelGuazu
2026-09-05,17:30:12,Esso S.a.p.a.,701137000,PUNTA PIRAMIDES,446.5,DelGuazu
2026-09-05,17:30:12,Maripasa S.A.,701006643,DON RAXYZ,212.7,DelGuazu
2026-09-05,17:30:12,Maripasa S.A.,755201178,NUAR B.,187.9,DelGuazu
2026-09-05,17:30:12,R.h.a.s.a. - Pobater,701006513,,158.5,Braga
2026-09-05,17:30:12,Maripasa S.A.,701006643,,211.9,Braga
2026-09-05,17:30:12,Carboclor S.A.,215622000,,116.7,Braga
2026-09-05,17:30:12,Puerto Buenos Aires,352004466,ASTURIANO III,339.8,Braga
2026-09-05,17:30:12,Siderca S.A.,636019109,JY LAKE,377.2,Braga
2026-09-05,17:30:12,Esso S.a.p.a.,701137000,,446.9,Braga
2026-09-05,17:30:12,Maripasa S.A.,755201178,,189.1,Braga
2026-09-05,17:30:12,Esso S.a.p.a.,701007053,,169.4,Braga
2026-09-05,17:30:12,Puerto Buenos Aires,755043000,AVA PAYAGUA,204.2,Braga
2026-09-05,17:30:12,Puerto Barranqueras,701006277,,455.9,BellaVista
2026-09-05,17:40:10,Cofco Internacional Argentina S.A.,563169800,RUBY,147.5,SanLorenzo
2026-09-05,17:40:10,Puerto Rosario S. A. Terminal 1,477754600,MAERSK VENEZIA,68.3,SanLorenzo
2026-09-05,17:40:10,Vicentin S.A.I.C,357458000,BULK ITALY,201.4,SanLorenzo
2026-09-05,17:40:10,Terminal 6 S.A. Muelle Norte,636015600,F. F GLORY,155.7,SanLorenzo
2026-09-05,17:40:10,Terminal 6 S.A. Muelle Sur,538004481,AGIA PARASKEVI,134.4,SanLorenzo
2026-09-05,17:40:10,Unidad VI Servicios Portuarios S.A.,538010750,TOKYO SPIRIT,182.5,SanLorenzo
2026-09-05,17:40:10,Louis Dreyfus y Cia. Ltda. Timbúes,341694002,H7 HSB5,329.9,SanLorenzo
2026-09-05,17:40:10,Cofco S.A.,636024698,MC CALYPSO,145.8,SanLorenzo
2026-09-05,17:40:10,Central Termoeléctrica Timbués Renova,636093258,EMMA JANNEKE,289.5,SanLorenzo
2026-09-05,17:40:10,Bunge - La Plata Cereal S.A. Muelle Dempa,256685000,RODINA,153.1,SanLorenzo
2026-09-05,17:40:10,Central Termoeléctrica Timbués Renova,563234800,IVS DUNES,160.1,SanLorenzo
2026-09-05,17:40:10,Bunge - La Plata Cereal S.A.,538004184,BLACK PEARL,193.7,SanLorenzo
2026-09-05,17:40:10,Terminal Chacabuco YPF,701001057,VALENTINA H,135.2,SanLorenzo
2026-09-05,17:40:10,Yeruvá S.A.,701006297,ANTONIO MARIA FERRO,100.1,SanLorenzo
2026-09-05,17:40:10,Terminal Chacabuco YPF,701001307,MAX DREAM,98.6,SanLorenzo
2026-09-05,17:40:10,Cargill S.A. Villa Gdor. Gálvez,241624000,LEGEND,322.2,SanLorenzo
2026-09-05,17:40:10,Mosaic S.A. Muelle De Fertilizantes,352006388,NORSE BORNHOLM,186.1,SanLorenzo
2026-09-05,17:40:10,Louis Dreyfus y Cia. Ltda. Muelle Aceitero,538008276,,216.2,SanLorenzo
2026-09-05,17:40:10,Unidad VI Servicios Portuarios S.A.,538012594,KAPETANIOS,156.6,SanLorenzo
2026-09-05,17:40:10,Axion San Lorenzo,538009801,HELIOS,157.2,SanLorenzo
2026-09-05,17:40:10,Molinos Rí­o De La Plata,256672000,ARIETTA,374.4,SanLorenzo
2026-09-05,17:40:10,Terminal Chacabuco YPF,701001324,HALCON,116.2,SanLorenzo
2026-09-05,17:40:10,Cargill S.A. Muelle Quebracho,538008936,SOUND YOUNG,216.6,SanLorenzo
2026-09-05,17:40:10,Puerto San Lorenzo,563163900,ANNA SCHULTE,106.1,SanLorenzo
2026-09-05,17:40:10,ADM Agro Terminal El Tránsito,563033900,TORM SUPREME,85.6,SanLorenzo
2026-09-05,17:40:10,Cofco S.A.,701006396,VB RECOLETA,221.0,SanLorenzo
2026-09-05,17:40:10,Puerto Diamante,701006803,ANTONIO PUGLIESE,452.8,SanLorenzo
2026-09-05,17:40:10,Cargill S.A. Punta Alvear,538011430,SOFIA,112.3,SanLorenzo
2026-09-05,17:40:10,Axion San Lorenzo,538009801,HELIOS,160.4,Rosario
2026-09-05,17:40:10,Puerto Villa Constitución Unidad II,701006242,,301.7,Rosario
2026-09-05,17:40:10,Vicentin S.A.I.C,357458000,BULK ITALY,201.4,Rosario
2026-09-05,17:40:10,Puerto Rosario S. A. Terminal 1,477754600,MAERSK VENEZIA,68.3,Rosario
2026-09-05,17:40:10,Unidad VI Servicios Portuarios S.A.,538010750,TOKYO SPIRIT,182.5,Rosario
2026-09-05,17:40:10,Cofco S.A.,636024698,,145.8,Rosario
2026-09-05,17:40:10,Bunge - La Plata Cereal S.A. Muelle Dempa,256685000,RODINA,153.1,Rosario
2026-09-05,17:40:10,Bunge - La Plata Cereal S.A.,538004184,BLACK PEARL,193.7,Rosario
2026-09-05,17:40:10,Yeruvá S.A.,701006297,ANTONIO MARIA FERRO,100.1,Rosario
2026-09-05,17:40:10,Cargill S.A. Villa Gdor. Gálvez,241624000,LEGEND,322.2,Rosario
2026-09-05,17:40:10,Mosaic S.A. Muelle De Fertilizantes,352006388,NORSE BORNHOLM,186.1,Rosario
2026-09-05,17:40:10,Louis Dreyfus y Cia. Ltda. Muelle Aceitero,538008276,PORT IMABARI,216.2,Rosario
2026-09-05,17:40:10,Unidad VI Servicios Portuarios S.A.,538012594,KAPETANIOS,156.6,Rosario
2026-09-05,17:40:10,Molinos Rí­o De La Plata,256672000,ARIETTA,374.4,Rosario
2026-09-05,17:40:10,Puerto San Lorenzo,563163900,ANNA SCHULTE,106.1,Rosario
2026-09-05,17:40:10,Cargill S.A. Muelle Quebracho,538008936,SOUND YOUNG,216.6,Rosario
2026-09-05,17:40:10,Puerto Villa Constitución Unidad II,701006679,,69.6,Rosario
2026-09-05,17:40:10,Cofco S.A.,701006396,VB RECOLETA,221.0,Rosario
2026-09-05,17:40:10,Cargill S.A. Punta Alvear,538011430,SOFIA,112.3,Rosario
2026-09-05,17:40:10,Carboclor S.A.,215622000,TAXIDIARA,113.4,DelGuazu
2026-09-05,17:40:10,Siderca S.A.,636019109,JY LAKE,377.3,DelGuazu
2026-09-05,17:40:10,Terminal Zarate S.A.,636025521,ITHACA,133.0,DelGuazu
2026-09-05,17:40:10,R.h.a.s.a. - Pobater,701006318,MAMACOTA,158.9,DelGuazu
2026-09-05,17:40:10,Maripasa S.A.,701006643,DON RAXYZ,213.0,DelGuazu
2026-09-05,17:40:10,Esso S.a.p.a.,701007053,B/T NANY,169.9,DelGuazu
2026-09-05,17:40:10,Terminal Zarate S.A.,755138000,INCANSABLE,65.3,DelGuazu
2026-09-05,17:40:10,Esso S.a.p.a.,701137000,PUNTA PIRAMIDES,447.0,DelGuazu
2026-09-05,17:40:10,Maripasa S.A.,755201178,NUAR B.,188.2,DelGuazu
2026-09-05,17:40:10,Maripasa S.A.,755201178,,188.8,Braga
2026-09-05,17:40:10,Puerto Buenos Aires,352004466,ASTURIANO III,338.4,Braga
2026-09-05,17:40:10,Puerto Buenos Aires,755043000,AVA PAYAGUA,202.3,Braga
2026-09-05,17:50:10,Terminal 6 S.A. Muelle Sur,538004481,AGIA PARASKEVI,134.2,SanLorenzo
2026-09-05,17:50:10,Cargill S.A. Muelle Quebracho,538008936,SOUND YOUNG,217.2,SanLorenzo
2026-09-05,17:50:10,Cofco Internacional Argentina S.A.,563169800,RUBY,147.0,SanLorenzo
2026-09-05,17:50:10,Vicentin S.A.I.C,357458000,BULK ITALY,199.5,SanLorenzo
2026-09-05,17:50:10,Terminal 6 S.A. Muelle Norte,636015600,F. F GLORY,154.1,SanLorenzo
2026-09-05,17:50:10,Puerto Rosario S. A. Terminal 1,477754600,MAERSK VENEZIA,68.7,SanLorenzo
2026-09-05,17:50:10,Louis Dreyfus y Cia. Ltda. Timbúes,341694002,H7 HSB5,337.9,SanLorenzo
2026-09-05,17:50:10,Unidad VI Servicios Portuarios S.A.,538010750,TOKYO SPIRIT,182.5,SanLorenzo
2026-09-05,17:50:10,Cofco S.A.,636024698,MC CALYPSO,145.4,SanLorenzo
2026-09-05,17:50:10,Central Termoeléctrica Timbués Renova,636093258,EMMA JANNEKE,286.7,SanLorenzo
2026-09-05,17:50:10,Bunge - La Plata Cereal S.A. Muelle Dempa,256685000,RODINA,153.0,SanLorenzo
2026-09-05,17:50:10,Central Termoeléctrica Timbués Renova,563234800,IVS DUNES,160.5,SanLorenzo
2026-09-05,17:50:10,Bunge - La Plata Cereal S.A.,538004184,BLACK PEARL,192.8,SanLorenzo
2026-09-05,17:50:10,Terminal Chacabuco YPF,701001057,VALENTINA H,129.7,SanLorenzo
2026-09-05,17:50:10,Terminal Chacabuco YPF,701001307,MAX DREAM,98.8,SanLorenzo
2026-09-05,17:50:10,Mosaic S.A. Muelle De Fertilizantes,352006388,NORSE BORNHOLM,186.7,SanLorenzo
2026-09-05,17:50:10,Louis Dreyfus y Cia. Ltda. Muelle Aceitero,538008276,,219.0,SanLorenzo
2026-09-05,17:50:10,Unidad VI Servicios Portuarios S.A.,538012594,KAPETANIOS,157.6,SanLorenzo
2026-09-05,17:50:10,Molinos Rí­o De La Plata,256672000,ARIETTA,372.3,SanLorenzo
2026-09-05,17:50:10,Terminal Chacabuco YPF,701001324,HALCON,116.2,SanLorenzo
2026-09-05,17:50:10,Axion San Lorenzo,538009801,HELIOS,157.0,SanLorenzo
2026-09-05,17:50:10,Puerto San Lorenzo,563163900,ANNA SCHULTE,106.7,SanLorenzo
2026-09-05,17:50:10,ADM Agro Terminal El Tránsito,563033900,TORM SUPREME,88.2,SanLorenzo
2026-09-05,17:50:10,Puerto Diamante,701006803,ANTONIO PUGLIESE,452.5,SanLorenzo
2026-09-05,17:50:10,Cargill S.A. Punta Alvear,538011430,SOFIA,109.8,SanLorenzo
2026-09-05,17:50:10,Yeruvá S.A.,701006297,ANTONIO MARIA FERRO,100.5,SanLorenzo
2026-09-05,17:50:10,ADM Agro Terminal El Tránsito,701006740,GUILLERMO C,240.3,SanLorenzo
2026-09-05,17:50:10,Puerto Villa Constitución Unidad II,701006242,,299.8,Rosario
2026-09-05,17:50:10,Cargill S.A. Muelle Quebracho,538008936,SOUND YOUNG,217.2,Rosario
2026-09-05,17:50:10,Vicentin S.A.I.C,357458000,BULK ITALY,199.5,Rosario
2026-09-05,17:50:10,Puerto Rosario S. A. Terminal 1,477754600,MAERSK VENEZIA,68.7,Rosario
2026-09-05,17:50:10,Unidad VI Servicios Portuarios S.A.,538010750,TOKYO SPIRIT,182.5,Rosario
2026-09-05,17:50:10,Cofco S.A.,636024698,,145.4,Rosario
2026-09-05,17:50:10,Bunge - La Plata Cereal S.A. Muelle Dempa,256685000,RODINA,153.0,Rosario
2026-09-05,17:50:10,Bunge - La Plata Cereal S.A.,538004184,BLACK PEARL,192.8,Rosario
2026-09-05,17:50:10,Puerto Villa Constitución Unidad II,701006679,,64.5,Rosario
2026-09-05,17:50:10,Mosaic S.A. Muelle De Fertilizantes,352006388,NORSE BORNHOLM,186.7,Rosario
2026-09-05,17:50:10,Louis Dreyfus y Cia. Ltda. Muelle Aceitero,538008276,PORT IMABARI,219.0,Rosario
2026-09-05,17:50:10,Unidad VI Servicios Portuarios S.A.,538012594,KAPETANIOS,157.6,Rosario
2026-09-05,17:50:10,Molinos Rí­o De La Plata,256672000,ARIETTA,372.3,Rosario
2026-09-05,17:50:10,ADM Agro Terminal El Tránsito,701006740,GUILLERMO C,240.1,Rosario
2026-09-05,17:50:10,Axion San Lorenzo,538009801,HELIOS,157.0,Rosario
2026-09-05,17:50:10,Puerto San Lorenzo,563163900,ANNA SCHULTE,106.7,Rosario
2026-09-05,17:50:10,Cargill S.A. Punta Alvear,538011430,SOFIA,109.8,Rosario
2026-09-05,17:50:10,Yeruvá S.A.,701006297,ANTONIO MARIA FERRO,100.5,Rosario
2026-09-05,17:50:10,Terminal Zarate S.A.,636025521,ITHACA,134.3,DelGuazu
2026-09-05,17:50:10,Carboclor S.A.,215622000,TAXIDIARA,111.8,DelGuazu
2026-09-05,17:50:10,Siderca S.A.,636019109,JY LAKE,377.2,DelGuazu
2026-09-05,17:50:10,Esso S.a.p.a.,701007053,B/T NANY,169.6,DelGuazu
2026-09-05,17:50:10,Terminal Zarate S.A.,755138000,INCANSABLE,62.9,DelGuazu
2026-09-05,17:50:10,Maripasa S.A.,755201178,NUAR B.,188.1,DelGuazu
2026-09-05,17:50:10,Maripasa S.A.,701006643,DON RAXYZ,213.4,DelGuazu
2026-09-05,17:50:10,Esso S.a.p.a.,701137000,PUNTA PIRAMIDES,446.8,DelGuazu
2026-09-05,17:50:10,Carboclor S.A.,215622000,,111.8,Braga
2026-09-05,17:50:10,Puerto Buenos Aires,352004466,ASTURIANO III,339.9,Braga
2026-09-05,17:50:10,Maripasa S.A.,755201178,,188.8,Braga
2026-09-05,17:50:10,Esso S.a.p.a.,701137000,,446.8,Braga
2026-09-05,17:50:10,Maripasa S.A.,701006643,,213.8,Braga
2026-09-05,17:50:10,Puerto Buenos Aires,755043000,AVA PAYAGUA,202.9,Braga
2026-09-05,17:50:10,Puerto Barranqueras,701006277,,460.1,BellaVista
2026-09-05,18:00:15,Cofco Internacional Argentina S.A.,563169800,RUBY,149.2,SanLorenzo
2026-09-05,18:00:15,Puerto Rosario S. A. Terminal 1,477754600,MAERSK VENEZIA,68.5,SanLorenzo
2026-09-05,18:00:15,Vicentin S.A.I.C,357458000,BULK ITALY,199.5,SanLorenzo
2026-09-05,18:00:15,Terminal 6 S.A. Muelle Norte,636015600,F. F GLORY,156.3,SanLorenzo
2026-09-05,18:00:15,Terminal 6 S.A. Muelle Sur,538004481,AGIA PARASKEVI,137.6,SanLorenzo
2026-09-05,18:00:15,Louis Dreyfus y Cia. Ltda. Timbúes,341694002,H7 HSB5,335.3,SanLorenzo
2026-09-05,18:00:15,Cofco S.A.,636024698,MC CALYPSO,146.1,SanLorenzo
2026-09-05,18:00:15,Unidad VI Servicios Portuarios S.A.,538010750,TOKYO SPIRIT,182.5,SanLorenzo
2026-09-05,18:00:15,Central Termoeléctrica Timbués Renova,636093258,EMMA JANNEKE,289.3,SanLorenzo
2026-09-05,18:00:15,Bunge - La Plata Cereal S.A. Muelle Dempa,256685000,RODINA,151.1,SanLorenzo
2026-09-05,18:00:15,Central Termoeléctrica Timbués Renova,563234800,IVS DUNES,158.7,SanLorenzo
2026-09-05,18:00:15,Bunge - La Plata Cereal S.A.,538004184,BLACK PEARL,191.9,SanLorenzo
2026-09-05,18:00:15,Terminal Chacabuco YPF,701001057,VALENTINA H,129.2,SanLorenzo
2026-09-05,18:00:15,Terminal Chacabuco YPF,701001307,MAX DREAM,98.4,SanLorenzo
2026-09-05,18:00:15,Cargill S.A. Villa Gdor. Gálvez,241624000,LEGEND,321.4,SanLorenzo
2026-09-05,18:00:15,Mosaic S.A. Muelle De Fertilizantes,352006388,NORSE BORNHOLM,186.9,SanLorenzo
2026-09-05,18:00:15,Louis Dreyfus y Cia. Ltda. Muelle Aceitero,538008276,,216.0,SanLorenzo
2026-09-05,18:00:15,Molinos Rí­o De La Plata,701006675,CAMPEADOR,201.5,SanLorenzo
2026-09-05,18:00:15,Unidad VI Servicios Portuarios S.A.,538012594,KAPETANIOS,156.6,SanLorenzo
2026-09-05,18:00:15,Terminal Chacabuco YPF,701001324,HALCON,116.5,SanLorenzo
2026-09-05,18:00:15,Molinos Rí­o De La Plata,256672000,ARIETTA,374.3,SanLorenzo
2026-09-05,18:00:15,Axion San Lorenzo,538009801,HELIOS,157.5,SanLorenzo
2026-09-05,18:00:15,Puerto San Lorenzo,563163900,ANNA SCHULTE,107.9,SanLorenzo
2026-09-05,18:00:15,Cargill S.A. Muelle Quebracho,538008936,SOUND YOUNG,216.7,SanLorenzo
2026-09-05,18:00:15,ADM Agro Terminal El Tránsito,563033900,TORM SUPREME,87.7,SanLorenzo
2026-09-05,18:00:15,Cofco S.A.,701006396,VB RECOLETA,220.8,SanLorenzo
2026-09-05,18:00:15,Puerto Diamante,701006803,ANTONIO PUGLIESE,452.7,SanLorenzo
2026-09-05,18:00:15,Cargill S.A. Punta Alvear,538011430,SOFIA,111.3,SanLorenzo
2026-09-05,18:00:15,Yeruvá S.A.,701006297,ANTONIO MARIA FERRO,101.2,SanLorenzo
2026-09-05,18:00:15,Puerto Villa Constitución Unidad II,701006242,,301.3,Rosario
2026-09-05,18:00:15,Bunge - La Plata Cereal S.A. Muelle Dempa,256685000,RODINA,151.6,Rosario
2026-09-05,18:00:15,Vicentin S.A.I.C,357458000,BULK ITALY,199.5,Rosario
2026-09-05,18:00:15,Puerto Rosario S. A. Terminal 1,477754600,MAERSK VENEZIA,68.5,Rosario
2026-09-05,18:00:15,Unidad VI Servicios Portuarios S.A.,538010750,TOKYO SPIRIT,182.5,Rosario
2026-09-05,18:00:15,Bunge - La Plata Cereal S.A.,538004184,BLACK PEARL,191.9,Rosario
2026-09-05,18:00:15,Cargill S.A. Villa Gdor. Gálvez,241624000,LEGEND,321.4,Rosario
2026-09-05,18:00:15,Mosaic S.A. Muelle De Fertilizantes,352006388,NORSE BORNHOLM,186.9,Rosario
2026-09-05,18:00:15,Louis Dreyfus y Cia. Ltda. Muelle Aceitero,538008276,PORT IMABARI,216.0,Rosario
2026-09-05,18:00:15,Molinos Rí­o De La Plata,701006675,CAMPEADOR,201.5,Rosario
2026-09-05,18:00:15,Unidad VI Servicios Portuarios S.A.,538012594,KAPETANIOS,156.6,Rosario
2026-09-05,18:00:15,Molinos Rí­o De La Plata,256672000,ARIETTA,374.3,Rosario
