fecha,hora,puerto,mmsi,nombre,distancia_m,zona,lat,lon
2026-08-01,00:02:45,Puerto Rosario S. A. Terminal 1,255915644,NORDCHEETAH,77.5,SanLorenzo,-32.97787,-60.61736
2026-08-01,00:02:45,Petrobras - Oil Combustible,701138000,POLARIS,162.0,SanLorenzo,-32.68767,-60.7242
2026-08-01,00:02:45,Cargill S.A. Villa Gdor. Gálvez,636093229,BBC VENUS,317.7,SanLorenzo,-33.03857,-60.57884
2026-08-01,00:02:45,Toepfer International Argentina S.r.l.,538005411,GARDENIA K,152.0,SanLorenzo,-33.12655,-60.50751
2026-08-01,00:02:45,Central Termoeléctrica Timbués Renova,372154000,HAMPTON SKY,163.4,SanLorenzo,-32.58446,-60.77976
2026-08-01,00:02:45,Cofco S.A.,538005867,ARDMORE CHINOOK,455.5,SanLorenzo,-32.69138,-60.72362
2026-08-01,00:02:45,Unidad VII Servicios Portuarios S.A.,314181000,M0NA,96.7,SanLorenzo,-32.98532,-60.61629
2026-08-01,00:02:45,Cofco Internacional Argentina S.A.,477227600,AMOY GALAXY,160.6,SanLorenzo,-32.60433,-60.76187
2026-08-01,00:02:45,Mosaic S.A. Muelle De Fertilizantes,563302200,IONA ISLAND,170.7,SanLorenzo,-32.66979,-60.72714
2026-08-01,00:02:45,Profertil S.A.,636023896,CYTA,192.0,SanLorenzo,-32.63778,-60.74837
2026-08-01,00:02:45,Asociación de Cooperativas Argentina,636018029,PALLADA,195.6,SanLorenzo,-32.61875,-60.75583
2026-08-01,00:02:45,Vicentin S.A.I.C,403660000,RAWAN,188.4,SanLorenzo,-32.77266,-60.72048
2026-08-01,00:02:45,Louis Dreyfus y Cia. Ltda. Muelle Aceitero,563301600,ILLOVO RIVER,213.7,SanLorenzo,-33.12201,-60.5109
2026-08-01,00:02:45,Terminal Chacabuco YPF,701001056,ENRICO H,94.7,SanLorenzo,-32.72104,-60.72575
2026-08-01,00:02:45,Terminal Chacabuco YPF,701001307,MAX DREAM,99.1,SanLorenzo,-32.71977,-60.7271
2026-08-01,00:02:45,Cofco Internacional Argentina S.A.,238059000,AP KUPARI,407.9,SanLorenzo,-32.60112,-60.76532
2026-08-01,00:02:45,Cofco S.A.,538012023,PERSEAS,152.0,SanLorenzo,-32.69632,-60.72289
2026-08-01,00:02:45,Cargill S.A. Punta Alvear,352003708,ROYAL RESPECT,124.3,SanLorenzo,-33.04784,-60.57291
2026-08-01,00:02:45,Louis Dreyfus y Cia. Ltda. Timbúes,312546000,LILA,340.8,SanLorenzo,-32.59735,-60.76901
2026-08-01,00:02:45,Bunge - La Plata Cereal S.A. Muelle Dempa,538011992,MDS APHRODITE,136.6,SanLorenzo,-32.71771,-60.72507
2026-08-01,00:02:45,Terminal 6 S.A. Muelle Norte,319600000,CRYSTAL PIONEER,182.9,SanLorenzo,-32.65405,-60.73732
2026-08-01,00:02:45,Terminal Chacabuco YPF,701001114,IGUAZU,161.9,SanLorenzo,-32.71887,-60.72596
2026-08-01,00:02:45,Toepfer International Argentina S.r.l.,372172000,SINO WISDOM,307.5,SanLorenzo,-33.1242,-60.50935
2026-08-01,00:02:45,Terminal Chacabuco YPF,701001324,HALCON,163.7,SanLorenzo,-32.71886,-60.72595
2026-08-01,00:02:45,Molinos Rí­o De La Plata,538005431,PALAIS,377.2,SanLorenzo,-32.77547,-60.71913
2026-08-01,00:02:45,Zona Franca Boliviana,701001404,GUAZU PUCU,173.0,SanLorenzo,-32.95129,-60.62498
2026-08-01,00:02:45,Zona Franca Boliviana,645181000,DN67,204.9,SanLorenzo,-32.95102,-60.6251
2026-08-01,00:02:45,Zona Franca Paraguaya,701006670,BRUTUS,53.5,SanLorenzo,-32.96447,-60.61884
2026-08-01,00:02:45,Cofco S.A.,701006396,VB RECOLETA,221.2,SanLorenzo,-32.69738,-60.72354
2026-08-01,00:02:45,Axion San Lorenzo,755079000,DR.SALGADO H,145.8,SanLorenzo,-32.72568,-60.7272
2026-08-01,00:02:45,Central Termoeléctrica Timbués Renova,538008465,BRIGHT FALCON,272.8,SanLorenzo,-32.58207,-60.78202
2026-08-01,00:02:45,A.c.a. Coop. Ltda.,701006612,320 RIO PILCOMAYO,206.6,SanLorenzo,-32.73878,-60.72621
2026-08-01,00:02:45,ADM Agro Terminal El Tránsito,210990000,SUBRA,86.6,SanLorenzo,-32.70855,-60.72503
2026-08-01,00:02:45,Puerto Diamante,701006803,ANTONIO PUGLIESE,452.8,SanLorenzo,-32.05603,-60.64394
2026-08-01,00:02:45,Puerto Rosario S. A. Terminal 1,255915644,NORDCHEETAH,80.5,Rosario,-32.97788,-60.61732
2026-08-01,00:02:45,Central Termoeléctrica Timbués Renova,538008465,BRIGHT FALCON,277.3,Rosario,-32.58204,-60.78205
2026-08-01,00:02:45,ADM Agro Terminal El Tránsito,210990000,SUBRA,83.5,Rosario,-32.70851,-60.72504
2026-08-01,00:02:45,Toepfer International Argentina S.r.l.,538005411,GARDENIA K,153.8,Rosario,-33.12655,-60.50749
2026-08-01,00:02:45,Cofco S.A.,538005867,ARDMORE CHINOOK,449.4,Rosario,-32.69144,-60.7236
2026-08-01,00:02:45,Unidad VII Servicios Portuarios S.A.,314181000,M0NA,96.4,Rosario,-32.9853,-60.61628
2026-08-01,00:02:45,Cofco Internacional Argentina S.A.,477227600,AMOY GALAXY,161.5,Rosario,-32.60436,-60.76185
2026-08-01,00:02:45,Axion San Lorenzo,755079000,,142.6,Rosario,-32.72568,-60.72723
2026-08-01,00:02:45,Mosaic S.A. Muelle De Fertilizantes,563302200,IONA ISLAND,173.5,Rosario,-32.66978,-60.72711
2026-08-01,00:02:45,Profertil S.A.,636023896,CYTA,192.4,Rosario,-32.63778,-60.74837
2026-08-01,00:02:45,Asociación de Cooperativas Argentina,636018029,PALLADA,194.1,Rosario,-32.61877,-60.75586
2026-08-01,00:02:45,Vicentin S.A.I.C,403660000,RAWAN,175.6,Rosario,-32.77254,-60.72055
2026-08-01,00:02:45,Louis Dreyfus y Cia. Ltda. Muelle Aceitero,563301600,ILLOVO RIVER,214.5,Rosario,-33.12201,-60.51089
2026-08-01,00:02:45,Puerto Diamante,701006803,,452.4,Rosario,-32.05603,-60.64394
2026-08-01,00:02:45,Terminal Chacabuco YPF,701001056,,94.2,Rosario,-32.72104,-60.72575
2026-08-01,00:02:45,Cofco S.A.,538012023,PERSEAS,150.5,Rosario,-32.6963,-60.72288
2026-08-01,00:02:45,Bunge - La Plata Cereal S.A. Muelle Dempa,538011992,MDS APHRODITE,136.0,Rosario,-32.71771,-60.72508
2026-08-01,00:02:45,Louis Dreyfus y Cia. Ltda. Timbúes,312546000,LILA,341.3,Rosario,-32.59735,-60.769
2026-08-01,00:02:45,Cargill S.A. Punta Alvear,352003708,ROYAL RESPECT,124.8,Rosario,-33.04784,-60.5729
2026-08-01,00:02:45,Puerto San Nicolás,352986141,,316.4,Rosario,-33.35079,-60.17563
2026-08-01,00:02:45,Cargill S.A. Villa Gdor. Gálvez,636093229,BBC VENUS,316.8,Rosario,-33.03855,-60.57885
2026-08-01,00:02:45,Terminal Chacabuco YPF,701001114,IGUAZU,160.9,Rosario,-32.71888,-60.72597
2026-08-01,00:02:45,Terminal 6 S.A. Muelle Norte,319600000,CRYSTAL PIONEER,179.6,Rosario,-32.65403,-60.73735
2026-08-01,00:02:45,Zona Franca Boliviana,645181000,DN67,205.2,Rosario,-32.95102,-60.6251
2026-08-01,00:02:45,Zona Franca Paraguaya,701006670,BRUTUS,52.8,Rosario,-32.96446,-60.6189
2026-08-01,00:02:45,Cofco S.A.,701006396,VB RECOLETA,223.3,Rosario,-32.69739,-60.72349
2026-08-01,00:02:45,Molinos Rí­o De La Plata,538005431,PALAIS,376.0,Rosario,-32.77548,-60.71914
2026-08-01,00:02:45,Puerto Villa Constitución Unidad II,701006679,COOPOR ESTIBADOR I,82.5,Rosario,-33.2206,-60.32932
2026-08-01,00:02:45,A.c.a. Coop. Ltda.,701006612,320 RIO PILCOMAYO,206.8,Rosario,-32.73879,-60.72621
2026-08-01,00:02:45,Zona Franca Boliviana,701001404,GUAZU PUCU,173.0,Rosario,-32.95129,-60.62497
2026-08-01,00:02:45,Esso S.a.p.a.,701006380,GUSTAVO U,176.7,DelGuazu,-34.15441,-58.9521
2026-08-01,00:02:45,Esso S.a.p.a.,636025113,SEACON DUBAI,397.0,DelGuazu,-34.15387,-58.94976
2026-08-01,00:02:45,Puerto Zárate,538012809,GRAND COSMO,162.4,DelGuazu,-34.06937,-59.03137
2026-08-01,00:02:45,Euroamercia S.A.,311000834,WILD LOTUS,205.8,DelGuazu,-34.15339,-58.96417
2026-08-01,00:02:45,Siderca S.A.,538010677,PENEY,369.9,DelGuazu,-34.14818,-58.97523
2026-08-01,00:02:45,R.h.a.s.a. - Pobater,755201178,NUAR B.,364.3,DelGuazu,-34.15069,-58.9325
2026-08-01,00:02:45,Carboclor S.A.,304679000,BBC CAMPANA,117.6,DelGuazu,-34.15117,-58.93933
2026-08-01,00:02:45,Maripasa S.A.,538009801,HELIOS,178.4,DelGuazu,-34.15285,-58.94569
2026-08-01,00:02:45,Euroamercia S.A.,538011402,LAPIS LAZULI,105.4,DelGuazu,-34.15277,-58.96589
2026-08-01,00:02:45,Vitco S.A.,701006411,ZONDA I,128.9,DelGuazu,-34.05267,-59.03839
2026-08-01,00:02:45,Terminal Portuaria Del Guazú,311037400,TUJU ARROW,362.5,DelGuazu,-33.90332,-58.88493
2026-08-01,00:02:45,Vitco S.A.,258767000,BOW ENGINEER,166.4,DelGuazu,-34.0546,-59.0378
2026-08-01,00:02:45,Esso S.a.p.a.,701006437,TITAN,62.2,DelGuazu,-34.15485,-58.95424
2026-08-01,00:02:45,Terminal Zarate S.A.,755138000,INCANSABLE,167.1,DelGuazu,-34.0654,-59.0341
2026-08-01,00:02:45,R.h.a.s.a. - Pobater,701006513,AMANCAY,160.1,DelGuazu,-34.15085,-58.93498
2026-08-01,00:02:45,R.h.a.s.a. - Pobater,701006318,MAMACOTA,160.1,DelGuazu,-34.15078,-58.93507
2026-08-01,00:02:45,Puerto Dock Sud,701153000,PAULINO C,226.7,Braga,-34.6377,-58.34004
2026-08-01,00:02:45,R.h.a.s.a. - Pobater,701006318,,159.8,Braga,-34.15079,-58.93507
2026-08-01,00:02:45,Terminal Zarate S.A.,755138000,,169.0,Braga,-34.06536,-59.03404
2026-08-01,00:02:45,R.h.a.s.a. - Pobater,701006513,,161.5,Braga,-34.15084,-58.93496
2026-08-01,00:02:45,Esso S.a.p.a.,701006437,,62.0,Braga,-34.15485,-58.95424
2026-08-01,00:02:45,Vitco S.A.,701006411,,128.9,Braga,-34.05267,-59.03839
2026-08-01,00:02:45,Puerto Dock Sud,352001682,ALFA C,491.9,Braga,-34.63312,-58.34158
2026-08-01,00:02:45,Puerto Buenos Aires,755537000,CARMEN S,272.5,Braga,-34.57838,-58.37226
2026-08-01,00:12:47,Puerto Rosario S. A. Terminal 1,255915644,NORDCHEETAH,77.5,SanLorenzo,-32.97787,-60.61736
2026-08-01,00:12:47,Petrobras - Oil Combustible,701138000,POLARIS,162.0,SanLorenzo,-32.68767,-60.7242
2026-08-01,00:12:47,Cargill S.A. Villa Gdor. Gálvez,636093229,BBC VENUS,317.7,SanLorenzo,-33.03857,-60.57884
2026-08-01,00:12:47,Toepfer International Argentina S.r.l.,538005411,GARDENIA K,152.0,SanLorenzo,-33.12655,-60.50751
2026-08-01,00:12:47,Central Termoeléctrica Timbués Renova,372154000,HAMPTON SKY,163.4,SanLorenzo,-32.58446,-60.77976
2026-08-01,00:12:47,Cofco S.A.,538005867,ARDMORE CHINOOK,455.5,SanLorenzo,-32.69138,-60.72362
2026-08-01,00:12:47,Unidad VII Servicios Portuarios S.A.,314181000,M0NA,96.7,SanLorenzo,-32.98532,-60.61629
2026-08-01,00:12:47,Cofco Internacional Argentina S.A.,477227600,AMOY GALAXY,160.6,SanLorenzo,-32.60433,-60.76187
2026-08-01,00:12:47,Mosaic S.A. Muelle De Fertilizantes,563302200,IONA ISLAND,170.7,SanLorenzo,-32.66979,-60.72714
2026-08-01,00:12:47,Profertil S.A.,636023896,CYTA,192.0,SanLorenzo,-32.63778,-60.74837
2026-08-01,00:12:47,Asociación de Cooperativas Argentina,636018029,PALLADA,195.6,SanLorenzo,-32.61875,-60.75583
2026-08-01,00:12:47,Vicentin S.A.I.C,403660000,RAWAN,188.4,SanLorenzo,-32.77266,-60.72048
2026-08-01,00:12:47,Louis Dreyfus y Cia. Ltda. Muelle Aceitero,563301600,ILLOVO RIVER,213.7,SanLorenzo,-33.12201,-60.5109
2026-08-01,00:12:47,Terminal Chacabuco YPF,701001056,ENRICO H,94.7,SanLorenzo,-32.72104,-60.72575
2026-08-01,00:12:47,Terminal Chacabuco YPF,701001307,MAX DREAM,99.1,SanLorenzo,-32.71977,-60.7271
2026-08-01,00:12:47,Cofco Internacional Argentina S.A.,238059000,AP KUPARI,407.9,SanLorenzo,-32.60112,-60.76532
2026-08-01,00:12:47,Cofco S.A.,538012023,PERSEAS,152.0,SanLorenzo,-32.69632,-60.72289
2026-08-01,00:12:47,Cargill S.A. Punta Alvear,352003708,ROYAL RESPECT,124.3,SanLorenzo,-33.04784,-60.57291
2026-08-01,00:12:47,Louis Dreyfus y Cia. Ltda. Timbúes,312546000,LILA,340.8,SanLorenzo,-32.59735,-60.76901
2026-08-01,00:12:47,Bunge - La Plata Cereal S.A. Muelle Dempa,538011992,MDS APHRODITE,136.6,SanLorenzo,-32.71771,-60.72507
2026-08-01,00:12:47,Terminal 6 S.A. Muelle Norte,319600000,CRYSTAL PIONEER,182.9,SanLorenzo,-32.65405,-60.73732
2026-08-01,00:12:47,Terminal Chacabuco YPF,701001114,IGUAZU,161.9,SanLorenzo,-32.71887,-60.72596
2026-08-01,00:12:47,Toepfer International Argentina S.r.l.,372172000,SINO WISDOM,307.5,SanLorenzo,-33.1242,-60.50935
2026-08-01,00:12:47,Terminal Chacabuco YPF,701001324,HALCON,163.7,SanLorenzo,-32.71886,-60.72595
2026-08-01,00:12:47,Molinos Rí­o De La Plata,538005431,PALAIS,377.2,SanLorenzo,-32.77547,-60.71913
2026-08-01,00:12:47,Zona Franca Boliviana,701001404,GUAZU PUCU,173.0,SanLorenzo,-32.95129,-60.62498
2026-08-01,00:12:47,Zona Franca Boliviana,645181000,DN67,204.9,SanLorenzo,-32.95102,-60.6251
2026-08-01,00:12:47,Zona Franca Paraguaya,701006670,BRUTUS,53.5,SanLorenzo,-32.96447,-60.61884
2026-08-01,00:12:47,Cofco S.A.,701006396,VB RECOLETA,221.2,SanLorenzo,-32.69738,-60.72354
2026-08-01,00:12:47,Axion San Lorenzo,755079000,DR.SALGADO H,145.8,SanLorenzo,-32.72568,-60.7272
2026-08-01,00:12:47,Central Termoeléctrica Timbués Renova,538008465,BRIGHT FALCON,272.8,SanLorenzo,-32.58207,-60.78202
2026-08-01,00:12:47,A.c.a. Coop. Ltda.,701006612,320 RIO PILCOMAYO,206.6,SanLorenzo,-32.73878,-60.72621
2026-08-01,00:12:47,ADM Agro Terminal El Tránsito,210990000,SUBRA,86.6,SanLorenzo,-32.70855,-60.72503
2026-08-01,00:12:47,Puerto Diamante,701006803,ANTONIO PUGLIESE,452.8,SanLorenzo,-32.05603,-60.64394
2026-08-01,00:12:47,Puerto Rosario S. A. Terminal 1,255915644,NORDCHEETAH,80.5,Rosario,-32.97788,-60.61732
2026-08-01,00:12:47,Central Termoeléctrica Timbués Renova,538008465,BRIGHT FALCON,277.3,Rosario,-32.58204,-60.78205
2026-08-01,00:12:47,ADM Agro Terminal El Tránsito,210990000,SUBRA,83.5,Rosario,-32.70851,-60.72504
2026-08-01,00:12:47,Toepfer International Argentina S.r.l.,538005411,GARDENIA K,153.8,Rosario,-33.12655,-60.50749
2026-08-01,00:12:47,Cofco S.A.,538005867,ARDMORE CHINOOK,449.4,Rosario,-32.69144,-60.7236
2026-08-01,00:12:47,Unidad VII Servicios Portuarios S.A.,314181000,M0NA,96.4,Rosario,-32.9853,-60.61628
2026-08-01,00:12:47,Cofco Internacional Argentina S.A.,477227600,AMOY GALAXY,161.5,Rosario,-32.60436,-60.76185
2026-08-01,00:12:47,Axion San Lorenzo,755079000,,142.6,Rosario,-32.72568,-60.72723
2026-08-01,00:12:47,Mosaic S.A. Muelle De Fertilizantes,563302200,IONA ISLAND,173.5,Rosario,-32.66978,-60.72711
2026-08-01,00:12:47,Profertil S.A.,636023896,CYTA,192.4,Rosario,-32.63778,-60.74837
2026-08-01,00:12:47,Asociación de Cooperativas Argentina,636018029,PALLADA,194.1,Rosario,-32.61877,-60.75586
2026-08-01,00:12:47,Vicentin S.A.I.C,403660000,RAWAN,175.6,Rosario,-32.77254,-60.72055
2026-08-01,00:12:47,Louis Dreyfus y Cia. Ltda. Muelle Aceitero,563301600,ILLOVO RIVER,214.5,Rosario,-33.12201,-60.51089
2026-08-01,00:12:47,Puerto Diamante,701006803,,452.4,Rosario,-32.05603,-60.64394
2026-08-01,00:12:47,Terminal Chacabuco YPF,701001056,,94.2,Rosario,-32.72104,-60.72575
2026-08-01,00:12:47,Cofco S.A.,538012023,PERSEAS,150.5,Rosario,-32.6963,-60.72288
2026-08-01,00:12:47,Bunge - La Plata Cereal S.A. Muelle Dempa,538011992,MDS APHRODITE,136.0,Rosario,-32.71771,-60.72508
2026-08-01,00:12:47,Louis Dreyfus y Cia. Ltda. Timbúes,312546000,LILA,341.3,Rosario,-32.59735,-60.769
2026-08-01,00:12:47,Cargill S.A. Punta Alvear,352003708,ROYAL RESPECT,124.8,Rosario,-33.04784,-60.5729
2026-08-01,00:12:47,Puerto San Nicolás,352986141,,316.4,Rosario,-33.35079,-60.17563
2026-08-01,00:12:47,Cargill S.A. Villa Gdor. Gálvez,636093229,BBC VENUS,316.8,Rosario,-33.03855,-60.57885
2026-08-01,00:12:47,Terminal Chacabuco YPF,701001114,IGUAZU,160.9,Rosario,-32.71888,-60.72597
2026-08-01,00:12:47,Terminal 6 S.A. Muelle Norte,319600000,CRYSTAL PIONEER,179.6,Rosario,-32.65403,-60.73735
2026-08-01,00:12:47,Zona Franca Boliviana,645181000,DN67,205.2,Rosario,-32.95102,-60.6251
2026-08-01,00:12:47,Zona Franca Paraguaya,701006670,BRUTUS,52.8,Rosario,-32.96446,-60.6189
2026-08-01,00:12:47,Cofco S.A.,701006396,VB RECOLETA,223.3,Rosario,-32.69739,-60.72349
2026-08-01,00:12:47,Molinos Rí­o De La Plata,538005431,PALAIS,376.0,Rosario,-32.77548,-60.71914
2026-08-01,00:12:47,Puerto Villa Constitución Unidad II,701006679,COOPOR ESTIBADOR I,82.5,Rosario,-33.2206,-60.32932
2026-08-01,00:12:47,A.c.a. Coop. Ltda.,701006612,320 RIO PILCOMAYO,206.8,Rosario,-32.73879,-60.72621
2026-08-01,00:12:47,Zona Franca Boliviana,701001404,GUAZU PUCU,173.0,Rosario,-32.95129,-60.62497
2026-08-01,00:12:47,Esso S.a.p.a.,701006380,GUSTAVO U,176.7,DelGuazu,-34.15441,-58.9521
2026-08-01,00:12:47,Esso S.a.p.a.,636025113,SEACON DUBAI,397.0,DelGuazu,-34.15387,-58.94976
2026-08-01,00:12:47,Puerto Zárate,538012809,GRAND COSMO,162.4,DelGuazu,-34.06937,-59.03137
2026-08-01,00:12:47,Euroamercia S.A.,311000834,WILD LOTUS,205.8,DelGuazu,-34.15339,-58.96417
2026-08-01,00:12:47,Siderca S.A.,538010677,PENEY,369.9,DelGuazu,-34.14818,-58.97523
2026-08-01,00:12:47,R.h.a.s.a. - Pobater,755201178,NUAR B.,364.3,DelGuazu,-34.15069,-58.9325
2026-08-01,00:12:47,Carboclor S.A.,304679000,BBC CAMPANA,117.6,DelGuazu,-34.15117,-58.93933
2026-08-01,00:12:47,Maripasa S.A.,538009801,HELIOS,178.4,DelGuazu,-34.15285,-58.94569
2026-08-01,00:12:47,Euroamercia S.A.,538011402,LAPIS LAZULI,105.4,DelGuazu,-34.15277,-58.96589
2026-08-01,00:12:47,Vitco S.A.,701006411,ZONDA I,128.9,DelGuazu,-34.05267,-59.03839
2026-08-01,00:12:47,Terminal Portuaria Del Guazú,311037400,TUJU ARROW,362.5,DelGuazu,-33.90332,-58.88493
2026-08-01,00:12:47,Vitco S.A.,258767000,BOW ENGINEER,166.4,DelGuazu,-34.0546,-59.0378
2026-08-01,00:12:47,Esso S.a.p.a.,701006437,TITAN,62.2,DelGuazu,-34.15485,-58.95424
2026-08-01,00:12:47,Terminal Zarate S.A.,755138000,INCANSABLE,167.1,DelGuazu,-34.0654,-59.0341
2026-08-01,00:12:47,R.h.a.s.a. - Pobater,701006513,AMANCAY,160.1,DelGuazu,-34.15085,-58.93498
2026-08-01,00:12:47,R.h.a.s.a. - Pobater,701006318,MAMACOTA,160.1,DelGuazu,-34.15078,-58.93507
2026-08-01,00:12:47,Esso S.a.p.a.,636025113,,395.6,Braga,-34.15387,-58.94978
2026-08-01,00:12:47,Euroamercia S.A.,538011402,,107.9,Braga,-34.15274,-58.9659
2026-08-01,00:12:47,Puerto Dock Sud,701153000,,217.0,Braga,-34.63766,-58.33995
2026-08-01,00:12:47,Terminal Zarate S.A.,755138000,,166.0,Braga,-34.06544,-59.03424
2026-08-01,00:12:47,Puerto Zárate,538012809,,161.6,Braga,-34.06937,-59.03138
2026-08-01,00:12:47,R.h.a.s.a. - Pobater,701006318,,160.1,Braga,-34.15078,-58.93507
2026-08-01,00:12:47,Puerto Dock Sud,352001682,ALFA C,495.6,Braga,-34.63309,-58.34159
2026-08-01,00:12:47,Puerto Buenos Aires,755537000,CARMEN S,270.6,Braga,-34.57839,-58.37228
2026-08-01,00:22:30,Puerto Rosario S. A. Terminal 1,255915644,NORDCHEETAH,77.5,SanLorenzo,-32.97787,-60.61736
2026-08-01,00:22:30,Petrobras - Oil Combustible,701138000,POLARIS,162.0,SanLorenzo,-32.68767,-60.7242
2026-08-01,00:22:30,Cargill S.A. Villa Gdor. Gálvez,636093229,BBC VENUS,317.7,SanLorenzo,-33.03857,-60.57884
2026-08-01,00:22:30,Toepfer International Argentina S.r.l.,538005411,GARDENIA K,152.0,SanLorenzo,-33.12655,-60.50751
2026-08-01,00:22:30,Central Termoeléctrica Timbués Renova,372154000,HAMPTON SKY,163.4,SanLorenzo,-32.58446,-60.77976
2026-08-01,00:22:30,Cofco S.A.,538005867,ARDMORE CHINOOK,455.5,SanLorenzo,-32.69138,-60.72362
2026-08-01,00:22:30,Unidad VII Servicios Portuarios S.A.,314181000,M0NA,96.7,SanLorenzo,-32.98532,-60.61629
2026-08-01,00:22:30,Cofco Internacional Argentina S.A.,477227600,AMOY GALAXY,160.6,SanLorenzo,-32.60433,-60.76187
2026-08-01,00:22:30,Mosaic S.A. Muelle De Fertilizantes,563302200,IONA ISLAND,170.7,SanLorenzo,-32.66979,-60.72714
2026-08-01,00:22:30,Profertil S.A.,636023896,CYTA,192.0,SanLorenzo,-32.63778,-60.74837
2026-08-01,00:22:30,Asociación de Cooperativas Argentina,636018029,PALLADA,195.6,SanLorenzo,-32.61875,-60.75583
2026-08-01,00:22:30,Vicentin S.A.I.C,403660000,RAWAN,188.4,SanLorenzo,-32.77266,-60.72048
2026-08-01,00:22:30,Louis Dreyfus y Cia. Ltda. Muelle Aceitero,563301600,ILLOVO RIVER,213.7,SanLorenzo,-33.12201,-60.5109
2026-08-01,00:22:30,Terminal Chacabuco YPF,701001056,ENRICO H,94.7,SanLorenzo,-32.72104,-60.72575
2026-08-01,00:22:30,Terminal Chacabuco YPF,701001307,MAX DREAM,99.1,SanLorenzo,-32.71977,-60.7271
2026-08-01,00:22:30,Cofco Internacional Argentina S.A.,238059000,AP KUPARI,407.9,SanLorenzo,-32.60112,-60.76532
2026-08-01,00:22:30,Cofco S.A.,538012023,PERSEAS,152.0,SanLorenzo,-32.69632,-60.72289
2026-08-01,00:22:30,Cargill S.A. Punta Alvear,352003708,ROYAL RESPECT,124.3,SanLorenzo,-33.04784,-60.57291
2026-08-01,00:22:30,Louis Dreyfus y Cia. Ltda. Timbúes,312546000,LILA,340.8,SanLorenzo,-32.59735,-60.76901
2026-08-01,00:22:30,Bunge - La Plata Cereal S.A. Muelle Dempa,538011992,MDS APHRODITE,136.6,SanLorenzo,-32.71771,-60.72507
2026-08-01,00:22:30,Terminal 6 S.A. Muelle Norte,319600000,CRYSTAL PIONEER,182.9,SanLorenzo,-32.65405,-60.73732
2026-08-01,00:22:30,Terminal Chacabuco YPF,701001114,IGUAZU,161.9,SanLorenzo,-32.71887,-60.72596
2026-08-01,00:22:30,Toepfer International Argentina S.r.l.,372172000,SINO WISDOM,307.5,SanLorenzo,-33.1242,-60.50935
2026-08-01,00:22:30,Terminal Chacabuco YPF,701001324,HALCON,163.7,SanLorenzo,-32.71886,-60.72595
2026-08-01,00:22:30,Molinos Rí­o De La Plata,538005431,PALAIS,377.2,SanLorenzo,-32.77547,-60.71913
2026-08-01,00:22:30,Zona Franca Boliviana,701001404,GUAZU PUCU,173.0,SanLorenzo,-32.95129,-60.62498
2026-08-01,00:22:30,Zona Franca Boliviana,645181000,DN67,204.9,SanLorenzo,-32.95102,-60.6251
2026-08-01,00:22:30,Zona Franca Paraguaya,701006670,BRUTUS,53.5,SanLorenzo,-32.96447,-60.61884
2026-08-01,00:22:30,Cofco S.A.,701006396,VB RECOLETA,221.2,SanLorenzo,-32.69738,-60.72354
2026-08-01,00:22:30,Axion San Lorenzo,755079000,DR.SALGADO H,145.8,SanLorenzo,-32.72568,-60.7272
2026-08-01,00:22:30,Central Termoeléctrica Timbués Renova,538008465,BRIGHT FALCON,272.8,SanLorenzo,-32.58207,-60.78202
2026-08-01,00:22:30,A.c.a. Coop. Ltda.,701006612,320 RIO PILCOMAYO,206.6,SanLorenzo,-32.73878,-60.72621
2026-08-01,00:22:30,ADM Agro Terminal El Tránsito,210990000,SUBRA,86.6,SanLorenzo,-32.70855,-60.72503
2026-08-01,00:22:30,Puerto Diamante,701006803,ANTONIO PUGLIESE,452.8,SanLorenzo,-32.05603,-60.64394
2026-08-01,00:22:30,Puerto Rosario S. A. Terminal 1,255915644,NORDCHEETAH,80.5,Rosario,-32.97788,-60.61732
2026-08-01,00:22:30,Central Termoeléctrica Timbués Renova,538008465,BRIGHT FALCON,277.3,Rosario,-32.58204,-60.78205
2026-08-01,00:22:30,ADM Agro Terminal El Tránsito,210990000,SUBRA,83.5,Rosario,-32.70851,-60.72504
2026-08-01,00:22:30,Toepfer International Argentina S.r.l.,538005411,GARDENIA K,153.8,Rosario,-33.12655,-60.50749
2026-08-01,00:22:30,Cofco S.A.,538005867,ARDMORE CHINOOK,449.4,Rosario,-32.69144,-60.7236
2026-08-01,00:22:30,Unidad VII Servicios Portuarios S.A.,314181000,M0NA,96.4,Rosario,-32.9853,-60.61628
2026-08-01,00:22:30,Cofco Internacional Argentina S.A.,477227600,AMOY GALAXY,161.5,Rosario,-32.60436,-60.76185
2026-08-01,00:22:30,Axion San Lorenzo,755079000,,142.6,Rosario,-32.72568,-60.72723
2026-08-01,00:22:30,Mosaic S.A. Muelle De Fertilizantes,563302200,IONA ISLAND,173.5,Rosario,-32.66978,-60.72711
2026-08-01,00:22:30,Profertil S.A.,636023896,CYTA,192.4,Rosario,-32.63778,-60.74837
2026-08-01,00:22:30,Asociación de Cooperativas Argentina,636018029,PALLADA,194.1,Rosario,-32.61877,-60.75586
2026-08-01,00:22:30,Vicentin S.A.I.C,403660000,RAWAN,175.6,Rosario,-32.77254,-60.72055
2026-08-01,00:22:30,Louis Dreyfus y Cia. Ltda. Muelle Aceitero,563301600,ILLOVO RIVER,214.5,Rosario,-33.12201,-60.51089
